epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,1222.65,0.69165,1.07492,1.13666,0.71601,0.62103,0.70909,0.59587,0.7353,1.12162,1.16561,0.002217,0.002217,0.002217
31,1263.92,0.68586,1.04701,1.1331,0.73288,0.62733,0.71557,0.60671,0.72968,1.13714,1.15357,0.00219,0.00219,0.00219
32,1305.09,0.68179,1.03112,1.12966,0.75168,0.61434,0.70772,0.59529,0.73427,1.14388,1.15886,0.002163,0.002163,0.002163
33,1346.05,0.67735,1.01348,1.12193,0.7214,0.67599,0.74187,0.62677,0.73353,1.06704,1.15085,0.002136,0.002136,0.002136
34,1387.16,0.6742,0.99265,1.12252,0.76361,0.65683,0.74743,0.63167,0.73195,1.04446,1.15291,0.002109,0.002109,0.002109
35,1428.4,0.67066,0.96196,1.11673,0.76869,0.64778,0.74748,0.62961,0.72354,1.04013,1.14533,0.002082,0.002082,0.002082
36,1469.45,0.66766,0.94622,1.10835,0.83609,0.61961,0.75024,0.63742,0.6967,1.00347,1.12563,0.002055,0.002055,0.002055
37,1510.46,0.64913,0.92345,1.0999,0.78987,0.6716,0.77217,0.6518,0.7155,0.96393,1.13993,0.002028,0.002028,0.002028
38,1551.6,0.65785,0.91595,1.10647,0.83938,0.66004,0.77297,0.65326,0.6955,0.95752,1.11816,0.002001,0.002001,0.002001
39,1591.87,0.6546,0.89383,1.09313,0.83154,0.66059,0.77514,0.65542,0.71422,0.97423,1.12572,0.001974,0.001974,0.001974
40,1656.65,0.64792,0.89135,1.0919,0.80986,0.68585,0.77622,0.65948,0.69531,0.94742,1.12037,0.001947,0.001947,0.001947
41,1723.37,0.6506,0.86573,1.09432,0.76905,0.7069,0.77693,0.65297,0.72495,1.00962,1.13229,0.00192,0.00192,0.00192
42,1764.52,0.64092,0.84907,1.08278,0.83234,0.66989,0.77977,0.65665,0.70849,0.96058,1.12394,0.001893,0.001893,0.001893
43,1805.54,0.64201,0.83219,1.08807,0.77842,0.72675,0.8031,0.68008,0.68967,0.89568,1.1113,0.001866,0.001866,0.001866
44,1846.71,0.63954,0.82898,1.08357,0.79181,0.72052,0.79884,0.6774,0.69887,0.89122,1.11763,0.001839,0.001839,0.001839
45,1887.82,0.62857,0.80406,1.07195,0.75093,0.71666,0.78503,0.66228,0.69913,0.90281,1.12032,0.001812,0.001812,0.001812
46,1929,0.62872,0.78949,1.06909,0.8514,0.69292,0.80751,0.68752,0.70449,0.89234,1.11391,0.001785,0.001785,0.001785
47,1970.14,0.62691,0.77907,1.06912,0.83234,0.68674,0.80097,0.67924,0.6886,0.91068,1.10857,0.001758,0.001758,0.001758
48,2011.26,0.62647,0.77078,1.07164,0.86124,0.71635,0.82296,0.69447,0.70048,0.85369,1.11759,0.001731,0.001731,0.001731
49,2052.44,0.62229,0.75917,1.06287,0.83551,0.7304,0.82898,0.69938,0.70484,0.86538,1.118,0.001704,0.001704,0.001704
50,2093.64,0.61249,0.75139,1.06102,0.83658,0.7215,0.82773,0.7048,0.68488,0.83441,1.10297,0.001677,0.001677,0.001677
51,2134.77,0.61608,0.73845,1.06065,0.86479,0.70825,0.82536,0.70344,0.68778,0.83527,1.10957,0.00165,0.00165,0.00165
52,2176.01,0.60603,0.71965,1.05146,0.8329,0.72642,0.82921,0.703,0.68764,0.81452,1.10398,0.001623,0.001623,0.001623
53,2217.19,0.61356,0.72519,1.06289,0.8263,0.75325,0.83366,0.71133,0.68052,0.83204,1.09951,0.001596,0.001596,0.001596
54,2258.43,0.60538,0.70546,1.05163,0.82173,0.74724,0.83473,0.70952,0.69225,0.8291,1.09898,0.001569,0.001569,0.001569
55,2299.57,0.60135,0.70128,1.04939,0.8428,0.73397,0.82967,0.70517,0.6782,0.80249,1.09965,0.001542,0.001542,0.001542
56,2340.67,0.60029,0.6889,1.05259,0.88422,0.72719,0.84285,0.71843,0.66671,0.79765,1.08701,0.001515,0.001515,0.001515
57,2381.83,0.60444,0.68552,1.04376,0.83533,0.78844,0.84866,0.72273,0.67394,0.77097,1.09888,0.001488,0.001488,0.001488
58,2423.12,0.59815,0.68046,1.04445,0.86327,0.75021,0.84867,0.71968,0.67787,0.7881,1.09824,0.001461,0.001461,0.001461
59,2464.17,0.59089,0.66051,1.03819,0.86521,0.76365,0.85626,0.72683,0.67781,0.76661,1.09514,0.001434,0.001434,0.001434
60,2505.28,0.59156,0.65959,1.0409,0.84975,0.79358,0.86125,0.73642,0.65611,0.76348,1.07642,0.001407,0.001407,0.001407
61,2546.43,0.58383,0.64368,1.03316,0.86888,0.75919,0.85743,0.73034,0.6662,0.74919,1.08069,0.00138,0.00138,0.00138
62,2587.67,0.58247,0.63868,1.03327,0.85505,0.77979,0.8645,0.73547,0.65869,0.74751,1.07976,0.001353,0.001353,0.001353
63,2628.76,0.57818,0.62941,1.0257,0.87797,0.75781,0.8656,0.73538,0.67704,0.74237,1.08781,0.001326,0.001326,0.001326
64,2669.84,0.57954,0.62717,1.03128,0.84118,0.78694,0.86227,0.73043,0.67342,0.72905,1.08607,0.001299,0.001299,0.001299
65,2710.97,0.58001,0.61978,1.03054,0.86629,0.77366,0.86525,0.73962,0.66237,0.72382,1.08013,0.001272,0.001272,0.001272
66,2752.12,0.57897,0.60957,1.02963,0.87629,0.78292,0.87229,0.74649,0.66062,0.70776,1.07555,0.001245,0.001245,0.001245
67,2793.24,0.57178,0.60956,1.02088,0.85049,0.79053,0.86938,0.746,0.65816,0.71364,1.07548,0.001218,0.001218,0.001218
68,2834.39,0.56846,0.59358,1.02412,0.87281,0.77235,0.87682,0.74759,0.65471,0.70217,1.07048,0.001191,0.001191,0.001191
69,2875.61,0.56986,0.59577,1.01861,0.84843,0.79684,0.87583,0.74695,0.65621,0.68873,1.07351,0.001164,0.001164,0.001164
70,2916.83,0.56631,0.593,1.01595,0.9086,0.75284,0.87229,0.74673,0.65645,0.69587,1.08127,0.001137,0.001137,0.001137
71,2958.01,0.5667,0.58741,1.02075,0.85396,0.81343,0.88139,0.75255,0.65615,0.68242,1.07824,0.00111,0.00111,0.00111
72,2999.25,0.56877,0.5839,1.01772,0.89904,0.78409,0.884,0.75439,0.65586,0.69148,1.06979,0.001083,0.001083,0.001083
73,3040.51,0.55767,0.57619,1.01161,0.88445,0.80563,0.89078,0.75728,0.6558,0.69103,1.06983,0.001056,0.001056,0.001056
74,3081.62,0.56198,0.56814,1.01826,0.91618,0.7662,0.886,0.75023,0.66042,0.68443,1.08301,0.001029,0.001029,0.001029
75,3122.64,0.55382,0.57004,1.00727,0.89675,0.77801,0.88084,0.74642,0.65673,0.67539,1.07772,0.001002,0.001002,0.001002
76,3163.61,0.545,0.55307,1.00503,0.88379,0.79219,0.87991,0.74588,0.65371,0.68784,1.07227,0.000975,0.000975,0.000975
77,3204.65,0.55309,0.55166,1.00662,0.8954,0.8012,0.89252,0.75629,0.65377,0.65559,1.07076,0.000948,0.000948,0.000948
78,3245.75,0.55252,0.55484,1.00643,0.87906,0.81052,0.8949,0.76095,0.6512,0.65715,1.0656,0.000921,0.000921,0.000921
79,3286.87,0.54981,0.54614,1.00583,0.89142,0.81243,0.8915,0.75761,0.6562,0.65576,1.07124,0.000894,0.000894,0.000894
80,3327.93,0.54479,0.53772,1.00132,0.90833,0.78576,0.8886,0.7589,0.64061,0.64842,1.06034,0.000867,0.000867,0.000867
81,3368.96,0.55262,0.54124,1.00073,0.90035,0.80101,0.89224,0.75795,0.65062,0.64518,1.06658,0.00084,0.00084,0.00084
82,3409.99,0.54161,0.52443,0.99831,0.8929,0.81411,0.89791,0.76597,0.64919,0.64802,1.06372,0.000813,0.000813,0.000813
83,3451.26,0.53812,0.52415,0.99852,0.88298,0.81901,0.8976,0.76258,0.64778,0.63597,1.06242,0.000786,0.000786,0.000786
84,3492.52,0.54173,0.52509,1.00311,0.8961,0.81843,0.8956,0.76211,0.64809,0.64228,1.0634,0.000759,0.000759,0.000759
85,3533.62,0.53607,0.52378,0.99626,0.89609,0.82362,0.89565,0.76177,0.654,0.63304,1.06766,0.000732,0.000732,0.000732
86,3574.77,0.5362,0.51925,0.99787,0.89608,0.80136,0.89344,0.76246,0.64036,0.6332,1.05751,0.000705,0.000705,0.000705
87,3615.85,0.53682,0.52013,0.99182,0.89237,0.81781,0.89832,0.76213,0.64836,0.63062,1.0656,0.000678,0.000678,0.000678
88,3656.97,0.53333,0.51447,0.9964,0.90411,0.8124,0.89323,0.75992,0.64862,0.63092,1.06597,0.000651,0.000651,0.000651
89,3698.12,0.53189,0.51164,0.99386,0.9099,0.81174,0.89334,0.76204,0.6403,0.63348,1.05835,0.000624,0.000624,0.000624
90,3739.24,0.52986,0.50675,0.99456,0.87225,0.82993,0.89212,0.75684,0.64698,0.63642,1.06199,0.000597,0.000597,0.000597
91,3780.22,0.52562,0.49985,0.99168,0.93161,0.78575,0.88904,0.75651,0.64306,0.63627,1.05852,0.00057,0.00057,0.00057
92,3821.06,0.52429,0.49553,0.98362,0.92519,0.78723,0.89268,0.76051,0.64101,0.62605,1.06017,0.000543,0.000543,0.000543
93,3862,0.5241,0.49412,0.98784,0.89357,0.82176,0.89886,0.76401,0.63936,0.61953,1.05879,0.000516,0.000516,0.000516
94,3903.13,0.52712,0.49764,0.99063,0.91352,0.80158,0.89746,0.76161,0.64603,0.62584,1.06348,0.000489,0.000489,0.000489
95,3944.23,0.52016,0.49349,0.98643,0.89695,0.806,0.89755,0.76103,0.64025,0.62101,1.05729,0.000462,0.000462,0.000462
96,3985.29,0.51558,0.48606,0.98291,0.90582,0.82231,0.90331,0.76757,0.63664,0.61013,1.05404,0.000435,0.000435,0.000435
97,4026.32,0.51723,0.47594,0.97807,0.92384,0.81122,0.90052,0.765,0.63982,0.61552,1.05958,0.000408,0.000408,0.000408
98,4067.46,0.50813,0.48048,0.97574,0.89347,0.83003,0.90102,0.76796,0.63846,0.6131,1.06087,0.000381,0.000381,0.000381
99,4108.63,0.51396,0.47733,0.98042,0.87046,0.83727,0.89907,0.76756,0.638,0.61349,1.0559,0.000354,0.000354,0.000354
100,4149.74,0.51161,0.47884,0.97675,0.9011,0.81901,0.9008,0.76861,0.63649,0.6134,1.05794,0.000327,0.000327,0.000327
