epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,2164.43,0.63967,0.83669,1.07623,0.86132,0.68101,0.80343,0.68338,0.68844,0.91318,1.10868,0.001866,0.001866,0.001866
44,2206.4,0.63434,0.81723,1.07109,0.79323,0.71559,0.79838,0.66957,0.70482,0.89957,1.11478,0.001839,0.001839,0.001839
45,2248.24,0.6314,0.80414,1.06812,0.82125,0.69143,0.80188,0.67217,0.7058,0.92256,1.11762,0.001812,0.001812,0.001812
46,2290.16,0.63114,0.7888,1.06072,0.83055,0.72351,0.81385,0.68904,0.69261,0.8832,1.10713,0.001785,0.001785,0.001785
47,2332.32,0.62802,0.77507,1.06201,0.82841,0.7227,0.82037,0.68901,0.68842,0.86173,1.10352,0.001758,0.001758,0.001758
48,2374.13,0.62669,0.78187,1.06063,0.81876,0.74844,0.83039,0.70138,0.69028,0.86314,1.10538,0.001731,0.001731,0.001731
49,2416.09,0.61671,0.75863,1.05253,0.78542,0.75996,0.83081,0.69815,0.68605,0.81798,1.09873,0.001704,0.001704,0.001704
50,2458.12,0.61391,0.74289,1.05264,0.84841,0.70424,0.82337,0.70009,0.67622,0.83222,1.09364,0.001677,0.001677,0.001677
51,2500.14,0.61671,0.74885,1.0532,0.86811,0.71317,0.8362,0.70988,0.68524,0.82575,1.09507,0.00165,0.00165,0.00165
52,2542.06,0.61078,0.72249,1.04528,0.86902,0.73219,0.84002,0.71656,0.67074,0.81155,1.08751,0.001623,0.001623,0.001623
53,2584.13,0.61185,0.71505,1.05031,0.80214,0.77777,0.84854,0.71467,0.68444,0.80608,1.1004,0.001596,0.001596,0.001596
54,2626.23,0.60564,0.70283,1.04311,0.74739,0.82048,0.84856,0.71905,0.67354,0.78678,1.08853,0.001569,0.001569,0.001569
55,2668.11,0.607,0.69993,1.04519,0.84118,0.75868,0.85275,0.72277,0.6765,0.77346,1.08819,0.001542,0.001542,0.001542
56,2710.08,0.60694,0.68188,1.04772,0.83224,0.76875,0.86117,0.72834,0.66357,0.75919,1.08136,0.001515,0.001515,0.001515
57,2751.95,0.60339,0.67433,1.03883,0.86549,0.7489,0.85657,0.7246,0.6694,0.75854,1.08472,0.001488,0.001488,0.001488
58,2793.86,0.59429,0.67603,1.03349,0.83589,0.79921,0.86829,0.73279,0.66119,0.75633,1.07857,0.001461,0.001461,0.001461
59,2836.05,0.59087,0.6563,1.02976,0.86292,0.74593,0.85681,0.71823,0.67944,0.75715,1.08878,0.001434,0.001434,0.001434
60,2877.89,0.58966,0.65135,1.03133,0.86499,0.772,0.86357,0.73185,0.65968,0.74119,1.07873,0.001407,0.001407,0.001407
61,2919.76,0.58671,0.63892,1.02627,0.86665,0.79145,0.87638,0.74504,0.66708,0.72162,1.08376,0.00138,0.00138,0.00138
62,2961.72,0.58266,0.63425,1.02443,0.83637,0.79278,0.86862,0.73916,0.65929,0.72557,1.07843,0.001353,0.001353,0.001353
63,3003.65,0.58131,0.62316,1.02011,0.83714,0.80046,0.87509,0.74586,0.66086,0.7136,1.07824,0.001326,0.001326,0.001326
64,3045.52,0.58065,0.62675,1.01983,0.86513,0.79135,0.87491,0.74183,0.66359,0.70449,1.07585,0.001299,0.001299,0.001299
65,3087.68,0.57658,0.61019,1.01776,0.84112,0.79376,0.86833,0.73878,0.66036,0.71578,1.07994,0.001272,0.001272,0.001272
66,3129.67,0.5735,0.60412,1.01621,0.8395,0.82072,0.87898,0.74615,0.65351,0.70378,1.07381,0.001245,0.001245,0.001245
67,3171.67,0.56843,0.59919,1.01256,0.81822,0.82479,0.8674,0.73509,0.65859,0.71275,1.07733,0.001218,0.001218,0.001218
68,3213.54,0.56939,0.58914,1.01729,0.87022,0.8095,0.88243,0.75119,0.65898,0.68646,1.07413,0.001191,0.001191,0.001191
69,3255.6,0.56604,0.58838,1.01217,0.86255,0.80238,0.88573,0.7542,0.64801,0.6777,1.06691,0.001164,0.001164,0.001164
70,3297.57,0.56616,0.58232,1.00809,0.84721,0.83416,0.89213,0.75584,0.65673,0.67203,1.07343,0.001137,0.001137,0.001137
71,3339.21,0.56192,0.5748,1.00758,0.8637,0.82538,0.89092,0.75475,0.65748,0.67796,1.07618,0.00111,0.00111,0.00111
72,3400.91,0.56285,0.57555,1.00534,0.83103,0.84012,0.88994,0.75479,0.64441,0.67928,1.06441,0.001083,0.001083,0.001083
73,3481.71,0.55837,0.57018,1.00378,0.8872,0.81679,0.89789,0.76184,0.65193,0.6569,1.07295,0.001056,0.001056,0.001056
74,3549.32,0.56017,0.56109,1.00757,0.85999,0.84141,0.89608,0.76292,0.64629,0.66852,1.067,0.001029,0.001029,0.001029
75,3610.31,0.55324,0.56287,0.99868,0.91302,0.8059,0.89913,0.75938,0.65279,0.65475,1.07297,0.001002,0.001002,0.001002
76,3680.69,0.55323,0.54924,1.00203,0.88123,0.81924,0.89433,0.76183,0.65046,0.65537,1.07028,0.000975,0.000975,0.000975
77,3761.14,0.55153,0.54411,1.00074,0.90511,0.82267,0.89999,0.76318,0.64516,0.64408,1.06681,0.000948,0.000948,0.000948
78,3841.91,0.55249,0.55078,0.99763,0.90672,0.82202,0.89679,0.76045,0.65402,0.64179,1.06629,0.000921,0.000921,0.000921
79,3922.48,0.5514,0.53694,0.99862,0.90972,0.82398,0.90315,0.76588,0.64744,0.63934,1.066,0.000894,0.000894,0.000894
80,4002.8,0.54722,0.5354,0.99452,0.87537,0.84578,0.90076,0.76824,0.64464,0.64652,1.06424,0.000867,0.000867,0.000867
81,4083.09,0.54823,0.53232,0.99288,0.88511,0.84219,0.90709,0.76918,0.64221,0.62493,1.06486,0.00084,0.00084,0.00084
82,4163.73,0.53801,0.52031,0.99121,0.8772,0.83773,0.90569,0.77045,0.64042,0.62983,1.06455,0.000813,0.000813,0.000813
83,4244.24,0.53948,0.5259,0.992,0.90556,0.82081,0.90035,0.76599,0.64093,0.63049,1.06395,0.000786,0.000786,0.000786
84,4324.72,0.53936,0.52189,0.99,0.88324,0.82592,0.90458,0.76683,0.64783,0.63708,1.06908,0.000759,0.000759,0.000759
85,4404.91,0.53859,0.51895,0.98923,0.88265,0.84204,0.9071,0.77115,0.63963,0.63102,1.06544,0.000732,0.000732,0.000732
86,4485.03,0.53572,0.51432,0.99001,0.85735,0.86455,0.90846,0.7714,0.64083,0.62559,1.06381,0.000705,0.000705,0.000705
87,4565.46,0.53839,0.51639,0.9878,0.87672,0.85516,0.91075,0.7726,0.63973,0.62021,1.06359,0.000678,0.000678,0.000678
88,4645.82,0.53187,0.515,0.98778,0.88185,0.84598,0.90695,0.77072,0.63457,0.62245,1.05753,0.000651,0.000651,0.000651
89,4726.13,0.53326,0.50691,0.9877,0.916,0.81904,0.90769,0.77289,0.63912,0.61146,1.06149,0.000624,0.000624,0.000624
90,4806.44,0.52518,0.49339,0.98239,0.88712,0.85308,0.91231,0.77394,0.6368,0.60331,1.05995,0.000597,0.000597,0.000597
91,4887.47,0.52647,0.49531,0.98277,0.90252,0.82482,0.90804,0.77167,0.63815,0.60743,1.05902,0.00057,0.00057,0.00057
92,4967.74,0.52767,0.49791,0.97872,0.91834,0.83141,0.9128,0.77626,0.63996,0.60544,1.05912,0.000543,0.000543,0.000543
93,5031.75,0.52653,0.494,0.98103,0.90344,0.85153,0.91554,0.77839,0.6373,0.5994,1.0591,0.000516,0.000516,0.000516
94,5092.5,0.52618,0.4913,0.98077,0.90406,0.83443,0.91402,0.77565,0.63957,0.60079,1.06143,0.000489,0.000489,0.000489
95,5153.46,0.51949,0.48704,0.97709,0.89764,0.85208,0.91123,0.77686,0.63594,0.6046,1.0599,0.000462,0.000462,0.000462
96,5214.18,0.5157,0.48686,0.97372,0.89717,0.85976,0.91381,0.77697,0.63286,0.60336,1.05674,0.000435,0.000435,0.000435
97,5274.98,0.51779,0.47836,0.97363,0.89878,0.86358,0.91439,0.7788,0.62835,0.59865,1.05567,0.000408,0.000408,0.000408
98,5335.88,0.51042,0.47371,0.97229,0.89883,0.84605,0.91517,0.77865,0.62901,0.58809,1.05361,0.000381,0.000381,0.000381
99,5396.35,0.51223,0.47744,0.97127,0.92591,0.83408,0.9162,0.77963,0.62822,0.59144,1.05303,0.000354,0.000354,0.000354
100,5456.92,0.51251,0.47578,0.97078,0.91332,0.83441,0.91363,0.77817,0.62933,0.59476,1.05546,0.000327,0.000327,0.000327
