epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,2378.94,0.47923,0.38405,0.88598,0.92114,0.88822,0.94389,0.80322,0.602,0.47513,0.96832,0.001353,0.001353,0.001353
63,2417.27,0.47728,0.37978,0.88038,0.9117,0.9058,0.93973,0.80253,0.59464,0.46856,0.97014,0.001326,0.001326,0.001326
64,2455.5,0.4788,0.37634,0.88489,0.93728,0.88531,0.94137,0.80014,0.6016,0.46848,0.98283,0.001299,0.001299,0.001299
65,2493.84,0.47164,0.37281,0.88531,0.94012,0.88412,0.94342,0.80668,0.59833,0.47219,0.98291,0.001272,0.001272,0.001272
66,2532.09,0.47105,0.37151,0.88474,0.94703,0.87523,0.94737,0.80654,0.60014,0.46717,0.97886,0.001245,0.001245,0.001245
67,2570.16,0.46244,0.36636,0.87715,0.91764,0.90836,0.94479,0.80524,0.60144,0.46179,0.9801,0.001218,0.001218,0.001218
68,2608.26,0.45947,0.3596,0.87942,0.94142,0.89363,0.94361,0.80286,0.59841,0.46225,0.97776,0.001191,0.001191,0.001191
69,2646.55,0.46044,0.36082,0.87648,0.93591,0.87962,0.9372,0.79996,0.59454,0.46638,0.97866,0.001164,0.001164,0.001164
70,2684.63,0.46129,0.35805,0.87673,0.94496,0.89787,0.94595,0.80819,0.59578,0.45018,0.97798,0.001137,0.001137,0.001137
71,2722.79,0.45217,0.35568,0.87401,0.9385,0.89806,0.94676,0.80495,0.59973,0.45061,0.98333,0.00111,0.00111,0.00111
72,2761.19,0.45662,0.35683,0.87206,0.93453,0.90712,0.94986,0.80909,0.58739,0.44084,0.97091,0.001083,0.001083,0.001083
73,2799.44,0.4519,0.34908,0.87498,0.94642,0.89166,0.94991,0.80596,0.591,0.44501,0.97182,0.001056,0.001056,0.001056
74,2837.59,0.45117,0.35171,0.87304,0.91706,0.90069,0.94677,0.80818,0.59117,0.44879,0.96788,0.001029,0.001029,0.001029
75,2875.99,0.44802,0.34559,0.86952,0.95791,0.88586,0.95076,0.81133,0.59154,0.4371,0.97377,0.001002,0.001002,0.001002
76,2914.16,0.44231,0.33728,0.87158,0.93961,0.88935,0.94381,0.80417,0.59794,0.44381,0.97807,0.000975,0.000975,0.000975
77,2952.38,0.43888,0.33451,0.86759,0.93227,0.91491,0.95293,0.80971,0.59747,0.43856,0.9786,0.000948,0.000948,0.000948
78,2990.7,0.44196,0.33804,0.86787,0.96361,0.87981,0.95094,0.81672,0.5908,0.4329,0.97052,0.000921,0.000921,0.000921
79,3029.06,0.43906,0.33459,0.86556,0.95552,0.89003,0.94775,0.8072,0.59422,0.44055,0.97429,0.000894,0.000894,0.000894
80,3067.26,0.43696,0.3344,0.86439,0.95271,0.88636,0.94745,0.80709,0.59467,0.447,0.97593,0.000867,0.000867,0.000867
81,3105.54,0.43549,0.33068,0.86521,0.9527,0.88543,0.94766,0.80878,0.59291,0.43532,0.97666,0.00084,0.00084,0.00084
82,3143.76,0.4299,0.32513,0.86469,0.94615,0.8969,0.94913,0.81088,0.59316,0.43175,0.97833,0.000813,0.000813,0.000813
83,3182.11,0.42486,0.31981,0.86228,0.95582,0.89187,0.94872,0.81082,0.58877,0.4327,0.97537,0.000786,0.000786,0.000786
84,3220.28,0.42498,0.32284,0.85999,0.9349,0.90935,0.94802,0.80823,0.59038,0.43278,0.97732,0.000759,0.000759,0.000759
85,3258.38,0.42121,0.31963,0.85872,0.95073,0.89602,0.94505,0.81091,0.59048,0.43208,0.97693,0.000732,0.000732,0.000732
86,3296.53,0.41927,0.31585,0.85868,0.94365,0.91171,0.94675,0.80985,0.59171,0.42441,0.97819,0.000705,0.000705,0.000705
87,3334.59,0.42177,0.31952,0.85718,0.94979,0.89856,0.94701,0.80831,0.59204,0.427,0.97349,0.000678,0.000678,0.000678
88,3372.76,0.41428,0.31481,0.85781,0.94627,0.9001,0.94674,0.80762,0.595,0.43157,0.97751,0.000651,0.000651,0.000651
89,3410.87,0.41324,0.31126,0.85524,0.95537,0.89341,0.94943,0.80521,0.59996,0.4315,0.98192,0.000624,0.000624,0.000624
90,3449.01,0.41344,0.30673,0.85689,0.9415,0.90278,0.94812,0.80484,0.60103,0.43199,0.98693,0.000597,0.000597,0.000597
91,3488.12,0.40808,0.30767,0.8553,0.94788,0.90788,0.94834,0.80507,0.59481,0.42643,0.98438,0.00057,0.00057,0.00057
92,3526.38,0.40967,0.30879,0.85287,0.9531,0.89567,0.94897,0.80582,0.60039,0.42914,0.98475,0.000543,0.000543,0.000543
93,3564.68,0.40823,0.30424,0.85391,0.94065,0.90637,0.952,0.80992,0.59421,0.42659,0.98056,0.000516,0.000516,0.000516
94,3603.08,0.408,0.30654,0.8531,0.95323,0.89711,0.94972,0.80782,0.59585,0.42288,0.97994,0.000489,0.000489,0.000489
95,3641.37,0.39998,0.30018,0.84946,0.94922,0.90164,0.95125,0.80899,0.59806,0.42261,0.98251,0.000462,0.000462,0.000462
96,3679.62,0.39574,0.29732,0.84878,0.95807,0.89603,0.9536,0.81137,0.59447,0.41648,0.98204,0.000435,0.000435,0.000435
97,3717.85,0.39719,0.29563,0.84791,0.94248,0.90923,0.95379,0.8115,0.59635,0.41828,0.98434,0.000408,0.000408,0.000408
98,3755.96,0.39451,0.29411,0.84733,0.95159,0.90285,0.9537,0.81462,0.5977,0.41946,0.98519,0.000381,0.000381,0.000381
99,3794.06,0.39504,0.29434,0.84863,0.95307,0.90493,0.95533,0.81212,0.5941,0.417,0.98034,0.000354,0.000354,0.000354
100,3832.15,0.39008,0.29117,0.84594,0.9583,0.89445,0.95527,0.81405,0.59655,0.41931,0.98033,0.000327,0.000327,0.000327
