epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,1707.54,0.6987,1.09026,1.12364,0.79423,0.56749,0.67761,0.56861,0.73773,1.20857,1.15201,0.002055,0.002055,0.002055
37,1749.59,0.68362,1.06618,1.11359,0.70617,0.59102,0.67863,0.57128,0.73578,1.13789,1.14493,0.002028,0.002028,0.002028
38,1791.74,0.68967,1.06047,1.12118,0.68917,0.60135,0.69152,0.57867,0.72947,1.08814,1.13691,0.002001,0.002001,0.002001
39,1833.71,0.68402,1.02299,1.10488,0.72461,0.61354,0.69096,0.57997,0.72378,1.13081,1.13512,0.001974,0.001974,0.001974
40,1875.58,0.68526,1.02676,1.11261,0.68422,0.62131,0.69841,0.58196,0.74224,1.0911,1.14037,0.001947,0.001947,0.001947
41,1917.53,0.67831,1.00341,1.10365,0.76975,0.60092,0.70674,0.59494,0.71924,1.07606,1.12826,0.00192,0.00192,0.00192
42,1959.47,0.66953,0.98205,1.09604,0.67079,0.65763,0.71343,0.59858,0.72326,1.06045,1.13205,0.001893,0.001893,0.001893
43,2001.44,0.66746,0.96784,1.09153,0.745,0.65784,0.7255,0.61004,0.71853,1.02474,1.12798,0.001866,0.001866,0.001866
44,2043.55,0.66623,0.95634,1.09027,0.72126,0.6854,0.74022,0.6229,0.70633,1.01445,1.1132,0.001839,0.001839,0.001839
45,2085.49,0.65828,0.91885,1.08533,0.6528,0.68123,0.72303,0.60847,0.71991,1.01559,1.11885,0.001812,0.001812,0.001812
46,2127.43,0.65434,0.92144,1.07858,0.72729,0.63826,0.73445,0.61782,0.71157,0.99699,1.11057,0.001785,0.001785,0.001785
47,2169.36,0.65945,0.91008,1.08552,0.72272,0.68735,0.74477,0.62735,0.7094,0.97596,1.116,0.001758,0.001758,0.001758
48,2211.36,0.65258,0.90637,1.08247,0.76604,0.67233,0.77167,0.64799,0.69883,0.95053,1.10961,0.001731,0.001731,0.001731
49,2253.29,0.64589,0.87227,1.07181,0.75586,0.66751,0.76396,0.64571,0.71098,0.93303,1.1146,0.001704,0.001704,0.001704
50,2295.09,0.63946,0.85863,1.07293,0.72802,0.70928,0.77194,0.6527,0.69754,0.92582,1.10827,0.001677,0.001677,0.001677
51,2337.18,0.64065,0.84525,1.06999,0.80372,0.68049,0.77861,0.65745,0.69586,0.91502,1.10455,0.00165,0.00165,0.00165
52,2379.21,0.63601,0.83012,1.06227,0.78195,0.70805,0.78884,0.6675,0.7021,0.9076,1.10564,0.001623,0.001623,0.001623
53,2421.17,0.63973,0.82853,1.06961,0.84987,0.65743,0.79718,0.67262,0.69498,0.88876,1.10344,0.001596,0.001596,0.001596
54,2463.04,0.63018,0.80861,1.05595,0.76405,0.68848,0.77383,0.65607,0.70961,0.93744,1.10248,0.001569,0.001569,0.001569
55,2505.1,0.63017,0.80296,1.05723,0.79594,0.72098,0.80687,0.68341,0.69465,0.85475,1.0962,0.001542,0.001542,0.001542
56,2547,0.63165,0.78847,1.06335,0.7698,0.73797,0.81539,0.68671,0.6823,0.84768,1.09471,0.001515,0.001515,0.001515
57,2588.9,0.62613,0.77738,1.05407,0.84261,0.68531,0.80484,0.68412,0.67643,0.85398,1.0897,0.001488,0.001488,0.001488
58,2630.89,0.62764,0.76661,1.05565,0.80967,0.71235,0.80209,0.67949,0.68976,0.83365,1.09772,0.001461,0.001461,0.001461
59,2672.89,0.61887,0.74854,1.04857,0.82274,0.74657,0.82234,0.69349,0.68949,0.81868,1.10086,0.001434,0.001434,0.001434
60,2714.86,0.61158,0.73444,1.04531,0.82043,0.75981,0.82598,0.69581,0.69101,0.81225,1.09012,0.001407,0.001407,0.001407
61,2756.91,0.61079,0.72766,1.04175,0.81126,0.77311,0.83591,0.71071,0.68228,0.81097,1.09362,0.00138,0.00138,0.00138
62,2798.98,0.61159,0.71883,1.04311,0.81258,0.73226,0.82843,0.70235,0.67992,0.80101,1.08654,0.001353,0.001353,0.001353
63,2840.86,0.60522,0.70241,1.03496,0.87593,0.72166,0.83976,0.7131,0.67813,0.794,1.08627,0.001326,0.001326,0.001326
64,2883.01,0.60733,0.70874,1.03758,0.82851,0.72688,0.8261,0.70039,0.67545,0.81031,1.08045,0.001299,0.001299,0.001299
65,2924.7,0.60315,0.69054,1.03542,0.83779,0.75428,0.84775,0.71768,0.6679,0.76673,1.08238,0.001272,0.001272,0.001272
66,2966.67,0.60196,0.68005,1.0358,0.84912,0.75551,0.85022,0.71915,0.67468,0.76709,1.08173,0.001245,0.001245,0.001245
67,3008.83,0.59549,0.67573,1.0287,0.84591,0.77255,0.84878,0.72393,0.67923,0.75852,1.08347,0.001218,0.001218,0.001218
68,3050.83,0.59615,0.66559,1.03268,0.85168,0.76227,0.85026,0.72247,0.66557,0.7724,1.07529,0.001191,0.001191,0.001191
69,3092.57,0.58522,0.65846,1.02296,0.86885,0.76374,0.85878,0.72861,0.66242,0.74984,1.07395,0.001164,0.001164,0.001164
70,3134.48,0.58994,0.65338,1.02187,0.85666,0.77583,0.85836,0.72893,0.66954,0.73947,1.08308,0.001137,0.001137,0.001137
71,3176.52,0.58914,0.65974,1.02314,0.83963,0.78029,0.85718,0.72457,0.67725,0.73636,1.08589,0.00111,0.00111,0.00111
72,3218.44,0.58452,0.64629,1.02171,0.83284,0.78125,0.85634,0.72691,0.65751,0.73768,1.07431,0.001083,0.001083,0.001083
73,3260.43,0.58243,0.63587,1.01933,0.87808,0.76868,0.86702,0.74153,0.66503,0.7143,1.07776,0.001056,0.001056,0.001056
74,3302.43,0.58963,0.63074,1.02463,0.84131,0.79261,0.86802,0.73516,0.67113,0.72312,1.08157,0.001029,0.001029,0.001029
75,3344.42,0.58225,0.6392,1.01593,0.889,0.7652,0.86722,0.73606,0.6627,0.71598,1.07787,0.001002,0.001002,0.001002
76,3386.34,0.5726,0.61462,1.01267,0.85668,0.79043,0.87334,0.74172,0.66191,0.70638,1.07729,0.000975,0.000975,0.000975
77,3428.37,0.57499,0.60899,1.01477,0.87077,0.79061,0.87164,0.73545,0.6687,0.71094,1.08164,0.000948,0.000948,0.000948
78,3470.32,0.57882,0.60768,1.01321,0.87581,0.79556,0.87923,0.74223,0.66718,0.70839,1.07701,0.000921,0.000921,0.000921
79,3512.26,0.57048,0.59788,1.01039,0.8818,0.79727,0.87968,0.74999,0.65165,0.69845,1.07124,0.000894,0.000894,0.000894
80,3575.38,0.57437,0.59461,1.00947,0.85804,0.79627,0.88154,0.7501,0.65175,0.6968,1.07476,0.000867,0.000867,0.000867
81,3655.97,0.57133,0.59204,1.00738,0.89347,0.79123,0.88299,0.7514,0.6544,0.68756,1.07096,0.00084,0.00084,0.00084
82,3722.9,0.56442,0.58823,1.00549,0.90552,0.77333,0.88301,0.74785,0.65529,0.68504,1.07174,0.000813,0.000813,0.000813
83,3783.65,0.56127,0.5806,1.00475,0.85946,0.80597,0.87869,0.75012,0.64842,0.67973,1.06585,0.000786,0.000786,0.000786
84,3856.41,0.56558,0.57636,1.00883,0.86061,0.81487,0.8782,0.74396,0.65826,0.68478,1.07263,0.000759,0.000759,0.000759
85,3936.56,0.56137,0.57879,1.00289,0.86499,0.81366,0.87846,0.74484,0.65701,0.67758,1.06905,0.000732,0.000732,0.000732
86,4017.14,0.56119,0.5687,1.00433,0.85791,0.81772,0.8788,0.74862,0.6545,0.67954,1.07154,0.000705,0.000705,0.000705
87,4097.38,0.5589,0.5665,0.99908,0.86844,0.81264,0.88321,0.74919,0.66169,0.66965,1.07377,0.000678,0.000678,0.000678
88,4177.47,0.55619,0.56487,1.00355,0.88581,0.80938,0.8888,0.75489,0.65413,0.65573,1.06849,0.000651,0.000651,0.000651
89,4257.44,0.55915,0.56034,1.00374,0.8802,0.80599,0.88483,0.75046,0.65428,0.65931,1.06906,0.000624,0.000624,0.000624
90,4337.85,0.55354,0.55262,1.00241,0.8927,0.79493,0.88645,0.75174,0.65275,0.66654,1.06754,0.000597,0.000597,0.000597
91,4419.42,0.54974,0.55014,0.99632,0.87183,0.81135,0.88449,0.75164,0.65265,0.65395,1.06486,0.00057,0.00057,0.00057
92,4500.01,0.54766,0.54351,0.99366,0.8869,0.81936,0.88828,0.75295,0.65409,0.65447,1.0668,0.000543,0.000543,0.000543
93,4580.11,0.5486,0.5434,0.99563,0.8739,0.82463,0.89076,0.7562,0.64766,0.64719,1.06617,0.000516,0.000516,0.000516
94,4660.65,0.54781,0.54068,0.99742,0.88555,0.81659,0.88646,0.75315,0.64314,0.64983,1.06193,0.000489,0.000489,0.000489
95,4740.67,0.54327,0.53462,0.99165,0.89683,0.80286,0.88493,0.74933,0.64832,0.64601,1.06227,0.000462,0.000462,0.000462
96,4820.83,0.53827,0.53353,0.98755,0.89372,0.79741,0.88676,0.75063,0.64347,0.64918,1.06129,0.000435,0.000435,0.000435
97,4901.15,0.5417,0.53261,0.98771,0.88812,0.80407,0.88632,0.75056,0.6415,0.64956,1.06164,0.000408,0.000408,0.000408
98,4981.18,0.53045,0.52412,0.98384,0.91543,0.79915,0.89454,0.75806,0.64712,0.63277,1.06149,0.000381,0.000381,0.000381
99,5061.43,0.53573,0.5197,0.98784,0.90823,0.81122,0.89723,0.75925,0.64156,0.62913,1.06001,0.000354,0.000354,0.000354
100,5141.73,0.53495,0.52325,0.98585,0.89131,0.81191,0.89528,0.76217,0.64068,0.62856,1.06069,0.000327,0.000327,0.000327
