epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,4014.45,0.57958,0.61906,1.01965,0.83792,0.79078,0.85855,0.72533,0.64972,0.72582,1.06334,0.000921,0.000921,0.000921
79,4055.52,0.5757,0.6011,1.02019,0.88647,0.75278,0.86447,0.73125,0.65558,0.70995,1.0676,0.000894,0.000894,0.000894
80,4096.66,0.56975,0.59785,1.01329,0.84542,0.78063,0.86699,0.73713,0.64957,0.71294,1.06312,0.000867,0.000867,0.000867
81,4137.72,0.57006,0.59485,1.01131,0.85447,0.78047,0.86506,0.7354,0.65682,0.71243,1.06523,0.00084,0.00084,0.00084
82,4178.78,0.56461,0.58681,1.01419,0.87359,0.76481,0.86321,0.73397,0.65046,0.71596,1.06509,0.000813,0.000813,0.000813
83,4219.86,0.56466,0.5829,1.01587,0.84418,0.78708,0.87013,0.74132,0.64815,0.69662,1.06023,0.000786,0.000786,0.000786
84,4261.06,0.56439,0.57948,1.01646,0.85366,0.77434,0.86946,0.7417,0.64745,0.69143,1.06302,0.000759,0.000759,0.000759
85,4302.21,0.56772,0.58487,1.01348,0.85755,0.80573,0.87417,0.74606,0.64715,0.68693,1.06146,0.000732,0.000732,0.000732
86,4343.44,0.55953,0.56904,1.01035,0.89025,0.76156,0.87512,0.74652,0.6464,0.68493,1.05896,0.000705,0.000705,0.000705
87,4384.13,0.56235,0.56705,1.00633,0.86131,0.78857,0.87375,0.7423,0.65168,0.69249,1.06385,0.000678,0.000678,0.000678
88,4425.2,0.55894,0.56887,1.01093,0.85515,0.79465,0.87875,0.7497,0.64633,0.676,1.06064,0.000651,0.000651,0.000651
89,4466.32,0.55623,0.55925,1.00863,0.87234,0.7745,0.86982,0.7395,0.6532,0.68211,1.06478,0.000624,0.000624,0.000624
90,4507.47,0.55269,0.55342,1.0068,0.85815,0.80282,0.86947,0.73568,0.65186,0.68357,1.06044,0.000597,0.000597,0.000597
91,4548.73,0.55159,0.55144,1.00423,0.86781,0.7864,0.86897,0.73816,0.64669,0.67241,1.0577,0.00057,0.00057,0.00057
92,4589.66,0.55292,0.54226,1.00033,0.84591,0.80195,0.874,0.74321,0.644,0.67281,1.05453,0.000543,0.000543,0.000543
93,4630.7,0.55183,0.54108,1.00552,0.84539,0.80898,0.87333,0.74402,0.64791,0.66371,1.05767,0.000516,0.000516,0.000516
94,4671.78,0.54847,0.5419,1.00299,0.83631,0.82057,0.87512,0.74427,0.64609,0.66117,1.05569,0.000489,0.000489,0.000489
95,4713.08,0.54539,0.53798,1.00026,0.85446,0.81188,0.88045,0.74723,0.64502,0.65408,1.05576,0.000462,0.000462,0.000462
96,4754.13,0.5416,0.52904,0.9964,0.89543,0.78045,0.88058,0.74672,0.64117,0.65951,1.05443,0.000435,0.000435,0.000435
97,4778.44,0.54288,0.52425,0.99359,0.86066,0.79685,0.87971,0.74904,0.63699,0.65983,1.05111,0.000408,0.000408,0.000408
98,4798.39,0.53641,0.52861,0.992,0.86168,0.81782,0.88292,0.75104,0.63797,0.64974,1.05084,0.000381,0.000381,0.000381
99,4818.39,0.53983,0.5208,0.99472,0.85759,0.81475,0.8818,0.74851,0.63908,0.65168,1.05437,0.000354,0.000354,0.000354
100,4838.32,0.53587,0.52056,0.99201,0.8542,0.80788,0.87819,0.74607,0.63788,0.64737,1.05296,0.000327,0.000327,0.000327
